     1.000000    0.001680
     0.986257    0.009601
     0.962150    0.022784
     0.934699    0.036701
     0.905176    0.050376
     0.874533    0.063161
     0.843282    0.074729
     0.811646    0.084933
     0.779670    0.093709
     0.747228    0.101035
     0.713841    0.106911
     0.678232    0.111573
     0.640472    0.115801
     0.601859    0.119462
     0.563025    0.122441
     0.524246    0.124681
     0.485656    0.126138
     0.447345    0.126774
     0.409391    0.126548
     0.371878    0.125420
     0.334900    0.123348
     0.298579    0.120291
     0.263075    0.116217
     0.228615    0.111109
     0.195532    0.104985
     0.164314    0.097935
     0.135601    0.090158
     0.110075    0.081977
     0.088198    0.073779
     0.070003    0.065885
     0.055128    0.058472
     0.043027    0.051578
     0.033159    0.045158
     0.025077    0.039134
     0.018442    0.033422
     0.013012    0.027945
     0.008626    0.022639
     0.005184    0.017457
     0.002634    0.012374
     0.000952    0.007397
     0.000116    0.002569
     0.000078   -0.002081
     0.000879   -0.006802
     0.002655   -0.011515
     0.005464   -0.016065
     0.009290   -0.020351
     0.014104   -0.024337
     0.019918   -0.028038
     0.026813   -0.031484
     0.034951   -0.034706
     0.044592   -0.037722
     0.056119   -0.040529
     0.070056   -0.043092
     0.087069   -0.045325
     0.107884   -0.047072
     0.133036   -0.048116
     0.162535   -0.048235
     0.195762   -0.047299
     0.231784   -0.045318
     0.269761   -0.042404
     0.309105   -0.038708
     0.349446   -0.034378
     0.390551   -0.029550
     0.432267   -0.024344
     0.474474   -0.018865
     0.517063   -0.013207
     0.559872   -0.007460
     0.602578   -0.001724
     0.644663    0.003887
     0.685142    0.009214
     0.722494    0.013775
     0.757823    0.016725
     0.792431    0.018217
     0.826717    0.018329
     0.860736    0.017101
     0.894299    0.014586
     0.926873    0.010915
     0.957407    0.006383
     0.984460    0.001495
     1.000000   -0.001680
