     1.000000    0.001260
     0.986547    0.003132
     0.960292    0.006698
     0.929001    0.010804
     0.895815    0.014997
     0.862121    0.019091
     0.828288    0.023044
     0.794406    0.026849
     0.760500    0.030503
     0.726585    0.034004
     0.692672    0.037348
     0.658771    0.040529
     0.624893    0.043538
     0.591049    0.046362
     0.557253    0.048988
     0.523516    0.051397
     0.489854    0.053569
     0.456282    0.055480
     0.422819    0.057103
     0.389488    0.058405
     0.356314    0.059350
     0.323332    0.059896
     0.290585    0.059998
     0.258130    0.059599
     0.226049    0.058638
     0.194467    0.057045
     0.163587    0.054741
     0.133782    0.051656
     0.105759    0.047771
     0.080699    0.043218
     0.059894    0.038348
     0.043774    0.033571
     0.031668    0.029101
     0.022548    0.024940
     0.015572    0.021002
     0.010183    0.017184
     0.006054    0.013395
     0.003026    0.009569
     0.001052    0.005697
     0.000110    0.001858
     0.000110   -0.001858
     0.001052   -0.005697
     0.003026   -0.009569
     0.006054   -0.013395
     0.010183   -0.017184
     0.015572   -0.021002
     0.022548   -0.024940
     0.031668   -0.029101
     0.043774   -0.033571
     0.059894   -0.038348
     0.080699   -0.043218
     0.105759   -0.047771
     0.133782   -0.051656
     0.163587   -0.054741
     0.194467   -0.057045
     0.226049   -0.058638
     0.258130   -0.059599
     0.290585   -0.059998
     0.323332   -0.059896
     0.356314   -0.059350
     0.389488   -0.058405
     0.422819   -0.057103
     0.456282   -0.055480
     0.489854   -0.053569
     0.523516   -0.051397
     0.557253   -0.048988
     0.591049   -0.046362
     0.624893   -0.043538
     0.658771   -0.040529
     0.692672   -0.037348
     0.726585   -0.034004
     0.760500   -0.030503
     0.794406   -0.026849
     0.828288   -0.023044
     0.862121   -0.019091
     0.895815   -0.014997
     0.929001   -0.010804
     0.960292   -0.006698
     0.986547   -0.003132
     1.000000   -0.001260
