     1.000000    0.001575
     0.985250    0.004139
     0.957960    0.008762
     0.925304    0.014099
     0.889447    0.019729
     0.852175    0.025337
     0.814358    0.030784
     0.776336    0.036019
     0.738242    0.041022
     0.700137    0.045782
     0.662060    0.050285
     0.624043    0.054514
     0.586119    0.058447
     0.548321    0.062059
     0.510685    0.065317
     0.473250    0.068185
     0.436060    0.070621
     0.399167    0.072576
     0.362636    0.073998
     0.326545    0.074827
     0.291000    0.074999
     0.256155    0.074446
     0.222236    0.073103
     0.189602    0.070918
     0.158800    0.067884
     0.130573    0.064081
     0.105693    0.059701
     0.084617    0.055015
     0.067269    0.050267
     0.053166    0.045606
     0.041691    0.041084
     0.032293    0.036695
     0.024535    0.032405
     0.018103    0.028164
     0.012784    0.023927
     0.008449    0.019651
     0.005030    0.015310
     0.002505    0.010906
     0.000869    0.006481
     0.000091    0.002121
     0.000091   -0.002121
     0.000869   -0.006481
     0.002505   -0.010906
     0.005030   -0.015311
     0.008449   -0.019651
     0.012784   -0.023927
     0.018103   -0.028164
     0.024535   -0.032405
     0.032293   -0.036696
     0.041691   -0.041084
     0.053166   -0.045606
     0.067270   -0.050267
     0.084618   -0.055015
     0.105694   -0.059701
     0.130574   -0.064081
     0.158800   -0.067884
     0.189602   -0.070918
     0.222236   -0.073103
     0.256155   -0.074446
     0.291001   -0.074999
     0.326545   -0.074827
     0.362636   -0.073998
     0.399168   -0.072576
     0.436060   -0.070621
     0.473250   -0.068185
     0.510685   -0.065317
     0.548322   -0.062059
     0.586120   -0.058447
     0.624043   -0.054514
     0.662060   -0.050285
     0.700137   -0.045782
     0.738242   -0.041022
     0.776336   -0.036019
     0.814358   -0.030784
     0.852175   -0.025337
     0.889447   -0.019729
     0.925305   -0.014099
     0.957960   -0.008762
     0.985250   -0.004139
     1.000000   -0.001575
