     1.000000    0.001260
     0.986748    0.003978
     0.960977    0.009124
     0.930350    0.015004
     0.897886    0.020968
     0.864906    0.026751
     0.831767    0.032288
     0.798555    0.037566
     0.765299    0.042581
     0.732011    0.047330
     0.698704    0.051808
     0.665388    0.056009
     0.632075    0.059923
     0.598776    0.063539
     0.565504    0.066844
     0.532274    0.069821
     0.499100    0.072451
     0.466004    0.074713
     0.433025    0.076579
     0.400274    0.078020
     0.367930    0.078933
     0.335861    0.079224
     0.304019    0.078862
     0.272436    0.077807
     0.241176    0.076014
     0.210329    0.073436
     0.180034    0.070021
     0.150515    0.065724
     0.122174    0.060530
     0.095746    0.054523
     0.072389    0.047998
     0.053233    0.041473
     0.038512    0.035410
     0.027505    0.029964
     0.019251    0.025063
     0.012985    0.020560
     0.008207    0.016316
     0.004626    0.012222
     0.002097    0.008207
     0.000568    0.004261
     0.000007    0.000458
     0.000351   -0.003278
     0.001721   -0.007087
     0.004190   -0.010794
     0.007754   -0.014320
     0.012461   -0.017684
     0.018497   -0.020951
     0.026245   -0.024194
     0.036353   -0.027476
     0.049790   -0.030814
     0.067672   -0.034116
     0.090530   -0.037120
     0.117587   -0.039515
     0.147356   -0.041157
     0.178690   -0.042091
     0.210963   -0.042431
     0.243858   -0.042294
     0.277202   -0.041783
     0.310891   -0.040983
     0.344846   -0.039967
     0.378983   -0.038799
     0.413095   -0.037526
     0.447098   -0.036078
     0.481159   -0.034456
     0.515314   -0.032687
     0.549556   -0.030799
     0.583875   -0.028815
     0.618256   -0.026753
     0.652688   -0.024630
     0.687159   -0.022458
     0.721658   -0.020248
     0.756174   -0.018006
     0.790696   -0.015736
     0.825210   -0.013441
     0.859691   -0.011120
     0.894048   -0.008776
     0.927904   -0.006428
     0.959811   -0.004173
     0.986452   -0.002252
     1.000000   -0.001260
